MESANO,DESCRIÇÃO,PREÇO UNIT,QUANTIDADE
2018-03-01,BUTILBROMETO DE ESCOPOLAMINA10,"0,46","2.000,00"
2018-03-01,LAMOTRIGINA 50 MG .,"0,21","6.000,00"
2018-03-01,LORAZEPAM 2 MG .,"0,06","1.000,00"
2018-03-01,MEBENDAZOL 100 MG .,"0,04","600,00"
2018-03-01,NEOMICINA + BACITRACINA POMADA,"5,67","100,00"
2018-03-01,NIFEDIPINA 20 MG .,"0,03","3.600,00"
2018-03-01,SECNIDAZOL 1000 MG .,"0,46","100,00"
2018-03-01,ACEBROFILINA 25MG/5ML XAROPE,"2,40","100,00"
2018-03-01,ACIDO VALPROICO 250MG/5ML XAR,"2,19","150,00"
2018-03-01,ALOPURINOL 100 MG .,"0,04","1.800,00"
2018-03-01,AMOXICILINA 250MG/5ML 60 ML,"3,05","250,00"
2018-03-01,ATENOLOL 50 MG .,"0,03","12.000,00"
2018-03-01,AZITROMICINA SUSPENSAO 600 MG,"3,50","100,00"
2018-03-01,BROMOPRIDA 10 MG .,"0,16","1.600,00"
2018-03-01,BROMOPRIDA GOTAS 4MG/ML 20 ML,"0,96","200,00"
2018-03-01,CIMETIDINA 200 MG .,"0,11","600,00"
2018-03-01,DIMETICONA 40 MG .,"0,09","1.200,00"
2018-03-01,DIMETICONA 75MG/ML,"0,79","200,00"
2018-03-01,DIPIRONA 500 MG.,"0,07","2.000,00"
2018-03-01,LOSARTAM 100 MG .,"0,22","6.000,00"
2018-03-01,METFORMINA 500 MG .,"0,06","9.600,00"
2018-03-01,METRONIDAZOL GEL VAGINAL 50 G,"3,80","100,00"
2018-03-01,NISTATINA 100.000UI/G CREME,"4,00","50,00"
2018-03-01,OMEPRAZOL 20 MG .,"0,04","26.880,00"
2018-03-01,PREDNISOLONA 1MG/ML SOLUCAO,"5,20","150,00"
2018-03-01,PROPAFENONA 300 MG REVESTIDO,"0,60","2.100,00"
2018-03-01,SULFAMETOXAZOL + TRIMETOPRIMA.,"0,08","2.000,00"
2018-03-01,GABAPENTINA 300 MG .,"0,30","600,00"
2018-03-01,BLOCO P/ ALVENARIA 10X20X40CM,"1,38","450,00"
2018-03-01,LONA PRETA CONST. LARG. 06MTS,"5,50","14,00"
2018-03-01,SUCO DE FRUTAS NATURAL 1L,"4,25","12,00"
2018-03-01,RECEITUARIO MEDICO,"2,39","300,00"
2018-03-01,SACO DE PANO ALVEJADO.,"2,53","40,00"
2018-03-01,AMACIANTE DE ROUPAS.,"3,20","12,00"
2018-03-01,VASSOURA CAIPIRA.,"11,25","3,00"
2018-03-01,DESINFETANTE 02LITROS,"2,90","18,00"
2018-03-01,PAPEL TOALHA INTERFOLHA,"39,70","10,00"
2018-03-01,PANO DE PRATO 100% ALGODAO.,"1,68","30,00"
2018-03-01,ESPONJA LIMPEZA DUPLA FACE,"1,93","50,00"
2018-03-01,COPO DESCARTAVEL AGUA,"3,91","150,00"
2018-03-01,TINTA PARA CARIMBO 40ML,"3,80","2,00"
2018-03-01,ALMOFADA PARA CARIMBO N.03,"5,45","5,00"
2018-03-01,PASTA CATALAGO,"22,00","5,00"
2018-03-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-03-01,PINCEL ATOMICO PONTA FINA.,"3,90","5,00"
2018-03-01,PINCEL ATOMICO PONTA GROSSA.,"3,90","5,00"
2018-03-01,FITA CORRETIVA.,"6,30","7,00"
2018-03-01,PASTA SUSPENSA MARMORIZADA.,"50,00","1,00"
2018-03-01,EXTRATOR DE GRAMPOS ESPATULA,"1,50","3,00"
2018-03-01,PASTA DOCUMENTO PP C.PRESILHA,"19,50","2,00"
2018-03-01,GRAMPO 26/6 COBREADO.,"3,99","2,00"
2018-03-01,PASTA REGRISTRADORA AZ,"18,00","5,00"
2018-03-01,GRAMPEADOR 26/6.,"27,50","2,00"
2018-03-01,ENVELOPE TIPO OFICIO,"60,00","1,00"
2018-03-01,COLA BRANCA ESCOLAR,"1,99","5,00"
2018-03-01,PASTA CLASSIFICADORA.,"28,50","10,00"
2018-03-01,LIVRO DE ATA 100 FOLHAS,"13,35","10,00"
2018-03-01,SACO PLASTICO PARA PASTA,"0,14","100,00"
2018-03-01,ENVELOPE PARDO 23X16CM,"45,00","1,00"
2018-03-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-03-01,CADERNO BROCHURAO CAPA DURA,"8,00","6,00"
2018-03-01,CANETA ESFEROGRAFICA AZUL.,"45,00","1,00"
2018-03-01,CANETA ESFEROGRAFICA PRETA.,"45,00","1,00"
2018-03-01,CALCULADORA DE MESA 12 DIGITOS,"20,50","2,00"
2018-03-01,PASTA PLASTICA SANFONADA A4,"21,00","3,00"
2018-03-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-03-01,CADERNO BROCHURAO CAPA DURA,"8,00","24,00"
2018-03-01,ENVELOPE PARDO 36 X 26CM,"58,00","2,00"
2018-03-01,PILHA ALCALINA C MEDIA.,"7,65","10,00"
2018-03-01,"PILHA ALCALINA AA 1,5V.","5,50","10,00"
2018-03-01,PILHA ALCALINA AAA2.,"7,00","10,00"
2018-03-01,ALFINETE COLORIDO,"2,90","2,00"
2018-03-01,REFIL PISTOLA QUENTE GROSSA.,"25,00","1,00"
2018-03-01,CARTOLINA COLORIDA.,"0,51","30,00"
2018-03-01,CARTOLINA BRANCA.,"51,00","1,00"
2018-03-01,BATERIA CR 2032 - 3V.,"4,88","10,00"
2018-03-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-03-01,FITA CORRETIVA.,"6,30","7,00"
2018-03-01,PRANCHETA ACRILICA C/PEGADOR,"14,80","15,00"
2018-03-01,PASTA CATALAGO,"22,00","5,00"
2018-03-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-03-01,EXTRATOR DE GRAMPOS ESPATULA,"1,50","3,00"
2018-03-01,GRAMPEADOR PARA 100 FOLHAS,"57,50","1,00"
2018-03-01,"TESOURA DE ACO 21X6,5X2 CABO P","11,50","5,00"
2018-03-01,GRAMPEADOR 26/6.,"27,50","4,00"
2018-03-01,REFIL PISTOLA QUENTE GROSSA.,"25,00","1,00"
2018-03-01,LIVRO DE ATA 100 FOLHAS,"13,35","10,00"
2018-03-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-03-01,CANETA ESFEROGRAFICA AZUL.,"45,00","1,00"
2018-03-01,CANETA ESFEROGRAFICA PRETA.,"45,00","1,00"
2018-03-01,LAPIS DE COR.,"14,75","5,00"
2018-03-01,TUBO SOLD. PVC 20MM,"9,42","10,00"
2018-03-01,FITA VEDA ROSCA DE 25M,"2,98","3,00"
2018-03-01,BARRA DE FERRO CA 50 1/2 12MT,"48,20","7,00"
2018-03-01,BARRA DE FERRO CA 50 3/8 12MT,"30,30","20,00"
2018-03-01,PREGO 18X24,"8,90","2,00"
2018-03-01,PREGO 18X30,"8,75","4,00"
2018-03-01,"JOELHO 90"" 50MM P/ ESGOTO","1,04","10,00"
2018-03-01,JOELHO 90oSOLDAVEL DE 25MM P/,"0,53","2,00"
2018-03-01,"CIMENTO CP-II E 32, SACO 50KG","17,80","24,00"
2018-03-01,AREIA MEDIA,"50,00","7,00"
2018-03-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2018-03-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","100,00"
2018-03-01,AMINOFILINA 100MG,"0,06","1.000,00"
2018-03-01,ANLODIPINA 10 MG,"0,06","3.000,00"
2018-03-01,BETAMETASONA+CETONAZOL CREME,"6,79","50,00"
2018-03-01,ATENOLOL 100 MG .,"0,05","1.200,00"
2018-03-01,CETOCOANZOL CREME 30 G,"1,50","100,00"
2018-03-01,CILOSTAZOL 100 MG .,"0,47","1.500,00"
2018-03-01,CILOSTAZOL 50 MG .,"0,24","1.500,00"
2018-03-01,CINARIZINA 25 MG .,"0,08","1.500,00"
2018-03-01,CINARIZINA 75 MG .,"0,10","1.500,00"
2018-03-01,CLORPROMAZINA 100 MG .,"0,18","2.000,00"
2018-03-01,DILTIAZEM 60 MG.,"0,10","3.000,00"
2018-03-01,ESPIRONOLACTONA 25 MG .,"0,14","3.000,00"
2018-03-01,HALOPERIDOL 1 MG .,"0,10","1.000,00"
2018-03-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","3.000,00"
2018-03-01,BUTILBROMETO DE ESCOPOLAMINA10,"0,46","2.000,00"
2018-03-01,LAMOTRIGINA 50 MG .,"0,21","6.000,00"
2018-03-01,LORAZEPAM 2 MG .,"0,06","1.000,00"
2018-03-01,MEBENDAZOL 100 MG .,"0,04","600,00"
2018-03-01,NEOMICINA + BACITRACINA POMADA,"5,67","100,00"
2018-03-01,NIFEDIPINA 20 MG .,"0,03","3.600,00"
2018-03-01,SECNIDAZOL 1000 MG .,"0,46","500,00"
2018-03-01,TORNEIRA P/ JARDIM 1/2 METAL,"17,50","2,00"
2018-03-01,IMPERMEABILIZANTE PARA CONCRET,"83,90","5,00"
2018-03-01,LONA PRETA CONST. LARG. 06MTS,"5,50","18,00"
2018-03-01,823/ 711594/B BUCHA,"2,04","1,00"
2018-03-01,823/ 711593/B BUCHA,"3,18","1,00"
2018-03-01,811/ 711597 BUCHA,"0,83","2,00"
2018-03-01,811/ 711279 MANCAL,"0,81","1,00"
2018-03-01,823/ 711813 MANCAL,"0,33","1,00"
2018-03-01,5X0/ 711025/A SUPORTE,"28,68","1,00"
2018-03-01,LEITE ESPECIAL 17,"19,50","12,00"
2018-03-01,"FIO SOLIDO 4,0MM ROLO 100MT","165,00","4,00"
2018-03-01,CONDUITE 3/4,"0,59","100,00"
2018-03-01,QUADRO PARA 03 DISJUNTORES,"11,24","2,00"
2018-03-01,CAIXA DE PASSAGEM PVC 4X4 PRE-,"1,35","6,00"
2018-03-01,TUBO SOLD. PVC 20MM,"9,42","5,00"
2018-03-01,JOELHO 90o 40MM P/ ESGOTO,"0,60","12,00"
2018-03-01,TE C/ REDUCAO 100X50MM P/ESGOT,"6,95","7,00"
2018-03-01,TUBO PVC 100MM ESGOTO,"39,00","1,00"
2018-03-01,TUBO PVC 40MM ESGOTO,"15,90","2,00"
2018-03-01,"JOELHO 90"" 100MM P/ ESGOTO","2,72","2,00"
2018-03-01,TE SOLDAVEL DE 20MM MARROM,"0,54","5,00"
2018-03-01,CAIXA SIFONADA QUADRADA BR 100,"8,25","1,00"
2018-03-01,TOUCA DESCARTAVEL SANFONADA BR,"4,90","2,00"
2018-03-01,MASCARA DESCARTAVEL P/PROTECAO,"9,00","10,00"
2018-03-01,LUVA PRODECIMENTOS P.,"13,68","20,00"
2018-03-01,LUVAS PROCEDIMENTO M.,"13,68","30,00"
2018-03-01,COMPRESSA DE GAZE NAO ESTERIL,"15,60","50,00"
2018-03-01,FIO DE SUTURA EM NYLON 4.0 MON,"25,40","4,00"
2018-03-01,ALCOOL 70%,"4,50","24,00"
2018-03-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","50,00"
2018-03-01,CARGA OXIGENIO 10M3,"215,00","2,00"
2018-03-01,UNIDADE DE FUSAO BROTHER,"1.020,00","1,00"
2018-03-01,TUBO SOLD. PVC 20MM,"9,42","5,00"
2018-03-01,TE C/ REDUCAO 100X50MM P/ESGOT,"6,95","1,00"
2018-03-01,"CIMENTO CP-II E 32, SACO 50KG","17,80","5,00"
2018-03-01,CARTUCHO 74 XL PRETO,"275,50","1,00"
2018-03-01,SUCO DE FRUTAS NATURAL 1L,"4,25","20,00"
2018-03-01,SALGADINHOS DIVERSOS KG,"28,00","10,80"
2018-03-01,CADEIRA PRESIDENTE,"780,00","1,00"
2018-03-01,CADEIRA EXECUTIVA,"490,00","2,00"
2018-03-01,217/ 129620/1 ELEMENTO FILTRO,"36,17","2,00"
2018-03-01,AREIA MEDIA,"50,00","2,00"
2018-03-01,ACUCAR CRISTAL PT,"12,20","24,00"
2018-03-01,CAFE EM PO PT,"7,40","100,00"
2018-03-01,ACUCAR CRISTAL PT,"12,20","24,00"
2018-03-01,CAFE EM PO PT,"7,40","80,00"
2018-03-01,LAMPADA LED 12W,"15,80","30,00"
2018-03-01,7075753 FILTRO DE OLEO,"23,42","4,00"
2018-03-01,7083041 JG SAPATA,"183,95","1,00"
2018-03-01,51857956 FILTRO DE AR,"31,35","4,00"
2018-03-01,174804636 ALAVANCA,"398,10","1,00"
2018-03-01,467979908 FAROL DE NEBLINA,"620,43","1,00"
2018-03-01,735302251 TAMPA,"21,70","1,00"
2018-03-01,55191168 KIT EMBREAGEM,"710,67","1,00"
2018-03-01,55190965 COLAR EMBREAGEM,"132,42","1,00"
2018-04-01,ABOCATH No 24,"0,65","20,00"
2018-04-01,KIT PAPA NICOLAU,"1,85","400,00"
2018-04-01,COLETOR DE URINA SISTEMA FECHA,"2,48","30,00"
2018-04-01,TERMOMETRO DIGITAL COM HASTE,"10,00","20,00"
2018-04-01,ALCOOL 70%,"4,50","36,00"
2018-04-01,LUVAS PROCEDIMENTO M.,"13,68","100,00"
2018-04-01,CALHA GALVANIZADA,"35,00","3,80"
2018-04-01,GASOLINA COMUM OU ADITIVADA,"4,19","3.221,84"
2018-04-01,DIESEL S-10 COMUM,"3,24","979,88"
2018-04-01,GASOLINA COMUM OU ADITIVADA,"4,19","107,82"
2018-04-01,MOLDEIRA PARA FLUOR G 100 UN.,"34,70","1,00"
2018-04-01,MOLDEIRA PARA FLUOR M 100 UN.,"34,70","2,00"
2018-04-01,MOLDEIRA PARA FLUOR P 100 UN.,"34,70","2,00"
2018-04-01,FORMOCRESOL.,"4,30","2,00"
2018-04-01,ROLETE DENTAL,"1,77","200,00"
2018-04-01,FIO DENTAL.,"9,80","10,00"
2018-04-01,SUGADOR ODONTOLOGICO.,"4,69","30,00"
2018-04-01,OLEO LUBRIFICANTE SPRAY.,"11,80","2,00"
2018-04-01,ESPELHO ODONTOLOGICO,"2,25","60,00"
2018-04-01,AGUA OXIGENADA VOLUME 10.,"4,57","6,00"
2018-04-01,CURATIVO ALVEOLAR C.PROPOLIS,"24,06","2,00"
2018-04-01,PAPEL GRAU CIRURGICO 20X23CM,"44,30","10,00"
2018-04-01,PAPEL GRAU CIRURGICO 20X33CM,"42,20","10,00"
2018-04-01,HIPOCLORITO DE SODIO 1%,"6,30","6,00"
2018-04-01,COLETOR DE MATERIAL PERFUROCOR,"2,20","30,00"
2018-04-01,ANTI-SEPTICO BUCAL SEM ALCOOL,"36,91","6,00"
2018-04-01,CREME DENTAL.,"1,37","576,00"
2018-04-01,FITA MATRIZ DE ACO INOX 5MM,"1,73","10,00"
2018-04-01,FITA MATRIZ DE ACO INOX 7MM,"1,30","10,00"
2018-04-01,ACIDO FOSFORICO A 37% EM GEL,"1,16","15,00"
2018-04-01,ESCOVA DENTAL MACIA CABEDA PEQ,"0,58","600,00"
2018-04-01,LIXA DE ACO P. AMALGAMA,"4,98","10,00"
2018-04-01,CLORIDRATO DE LIDOCAINA 2%.,"48,00","10,00"
2018-04-01,AGULHA GENGIVAL 30G,"28,60","4,00"
2018-04-01,AGULHA GENGIVAL EXTRA CURTA.,"28,60","4,00"
2018-04-01,AGULHA GENGIVAL LONGA DESCART.,"28,60","1,00"
2018-04-01,SOLUCAO CLOREXEDINA 2%.,"3,94","6,00"
2018-04-01,FITA CREPE PARA AUTOCLAVE NA,"2,95","20,00"
2018-04-01,SACO DE LIXO BRANCO LEITOSO 50,"27,33","6,00"
2018-04-01,SOLUCAO HEMOSTATICA TOPICA,"9,38","4,00"
2018-04-01,VERNIZ CAVITINI,"9,25","1,00"
2018-04-01,"BANDEJA CLINICA (22X12X1,5 CM)","21,81","20,00"
2018-04-01,CIMENTO RESTAURADOR PROVISORIO,"57,56","2,00"
2018-04-01,KIT FOSFATO DE ZINCO PO E LIQU,"14,06","1,00"
2018-04-01,TIRA DE POLIESTER.,"1,78","10,00"
2018-04-01,ESPONJA HEMOSTATICA.,"125,10","4,00"
2018-04-01,IODOFORMIO,"19,26","1,00"
2018-04-01,FLUORETO DE SODIO GEL,"4,36","30,00"
2018-04-01,BROQUEIRO ESTERILIZAVEL COM 15,"12,51","2,00"
2018-04-01,FIO DE SUTURA AGULHADO,"33,41","6,00"
2018-04-01,CARBONO PARA ARTICULACAO.,"2,00","20,00"
2018-04-01,IONOMERO DE VIDRO,"17,04","4,00"
2018-04-01,ADESIVO FOTOPOLIMERIZAVEL.,"10,94","20,00"
2018-04-01,PINCEL BENDA BRUSH EXTRA FINA,"8,24","10,00"
2018-04-01,PAPEL GRAU CIRURGICO 15X25CM,"27,28","10,00"
2018-04-01,ELASTICO SEPARADOR ANEL 5/32,"9,50","1,00"
2018-04-01,ELASTICO SEPARADOR ANEL 3/16,"9,50","1,00"
2018-04-01,PAPEL GRAU CIRURGICO 9X23,"15,07","10,00"
2018-04-01,LIMA ENDODONTICA,"13,01","6,00"
2018-04-01,KIT PONTAS DIAMANTADAS,"87,98","2,00"
2018-04-01,BROCA CABRIDE N. 04,"4,72","10,00"
2018-04-01,BROCA CABRIDE N. 245,"4,72","10,00"
2018-04-01,BROCA CABRIDE N. 329,"4,72","10,00"
2018-04-01,EUGENOL,"8,76","2,00"
2018-04-01,BROCA CABRIDE N. 02,"4,72","10,00"
2018-04-01,BROCA CARBAIDE N. 03,"4,72","10,00"
2018-04-01,BROCA CABRIDE N. 06,"4,72","10,00"
2018-04-01,"FLUORETO DE SODIO 0,2% PARA","15,60","36,00"
2018-04-01,HIDROXIDO DE CALCIO PA PO 10 G,"3,59","4,00"
2018-04-01,PASTILHA EVIDENCIADORA DE PLAC,"6,40","4,00"
2018-04-01,PINCEL BENDA BRUSH FINA,"8,24","10,00"
2018-04-01,PONTA DIAMANTADA N. 1016,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1031,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1032,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1033,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1034,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1045,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1066,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1091,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1092,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1093,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1095,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1302,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1312,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1343,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA No 1342,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 3195 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 2135 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 3168 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 3118 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 1093 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 1112 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA 1190 FF,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1011,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1012,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1013,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1014,"1,48","10,00"
2018-04-01,PONTA DIAMANTADA N. 1015,"1,48","10,00"
2018-04-01,REZINA Z250 FOTO A1,"41,85","3,00"
2018-04-01,RESINA Z250 FOTO A2,"41,85","4,00"
2018-04-01,RESINA Z250 FOTO A3,"41,85","4,00"
2018-04-01,"RESINA Z250 FOTO A3,5","41,85","4,00"
2018-04-01,REZINA Z250 FOTO B1,"41,85","3,00"
2018-04-01,RESINA Z250 FOTO B2,"41,85","3,00"
2018-04-01,RESINA Z250 FOTO B3,"71,49","3,00"
2018-04-01,RESINA Z250 FOTO C1,"71,49","3,00"
2018-04-01,RESINA Z250 FOTO C2,"56,70","3,00"
2018-04-01,RESINA Z250 FOTO OA3,"56,70","2,00"
2018-04-01,RESINA Z250 FOTO P,"37,43","2,00"
2018-04-01,CLORIDRATO DE LIDOCAINA E FENI,"43,80","10,00"
2018-04-01,CLORIDRATO DE LIDOCAINA HCI.,"68,80","10,00"
2018-04-01,ANESTESICO TOPICO GELA A BASE.,"6,76","15,00"
2018-04-01,ESCOVA DENTAL MACIA CABECA MED,"0,63","400,00"
2018-04-01,PAO TIPO INTEGRAL.,"4,98","4,00"
2018-04-01,BAGUETE RECHEADA UND,"10,50","2,00"
2018-04-01,LEITE ESPECIAL 13,"19,90","10,00"
2018-04-01,LEITE ESPECIAL 14,"39,90","10,00"
2018-04-01,LEITE ESPECIAL 19,"16,50","10,00"
2018-04-01,ESPESSANTE ALIMENTAR 1,"36,90","10,00"
2018-04-01,PISO CERAMICO ANTI DERRAPANTE,"12,65","80,00"
2018-04-01,JZW/ 915105 BATERIA,"523,97","1,00"
2018-04-01,CARTUCHO 662 XL - PRETO,"200,00","4,00"
2018-04-01,CARTUCHO 662 XL -COLORIDO,"169,80","2,00"
2018-04-01,TINTA LATEX PVA 18LT. INTERIOR,"155,90","3,00"
2018-04-01,TORNEIRA P/ JARDIM 1/2 METAL,"17,50","2,00"
2018-04-01,TORNEIRA LAVATORIO MOD.SIMPLES,"8,50","1,00"
2018-04-01,GUARNICAO DE MADEIRA.,"31,00","2,00"
2018-04-01,BATENTE DE MADEIRA 0.80 X 2.10,"98,00","2,00"
2018-04-01,JOELHO 45o SOLDAVEL DE 32MM P/,"1,95","3,00"
2018-04-01,"JOELHO 90"" SOLDAVEL DE 32MM P/","1,61","3,00"
2018-04-01,ARGAMASSA COLANTE P/ CERAMICA,"6,90","20,00"
2018-04-01,TUBO SOLD. PVC 32MM,"20,47","2,00"
2018-04-01,"FIO SOLIDO 6,0MM ROLO 100MT","238,00","2,00"
2018-04-01,MUSSARELA FATIADA.,"22,00","2,00"
2018-04-01,BEBIDA DE FRUTA ADOCADA,"3,70","20,00"
2018-04-01,LEITE EMBALAGEM LONGA VIDA.,"2,60","8,00"
2018-04-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","2,00"
2018-04-01,PAO FRANCES.,"9,00","3,00"
2018-04-01,BANANA NANICA KG.,"2,64","5,00"
2018-04-01,TUBO PVC 50MM ESGOTO,"27,40","5,00"
2018-04-01,TUBO SOLD. PVC 20MM,"9,42","11,00"
2018-04-01,BARRA DE FERRO CA 50 1/2 12MT,"48,20","1,00"
2018-04-01,AREIA FINA,"104,98","1,50"
2018-04-01,"JOELHO 90"" 50MM P/ ESGOTO","1,04","8,00"
2018-04-01,JOELHO 45o 100MM P/ ESGOTO,"4,87","3,00"
2018-04-01,ASSENTO SANITARIO BRANCO,"19,80","2,00"
2018-04-01,"CIMENTO CP-II E 32, SACO 50KG","19,50","27,00"
2018-04-01,PREGO 17X27,"8,90","1,00"
2018-04-01,PREGO 20X42,"8,95","2,00"
2018-04-01,TUBO PVC 50MM ESGOTO,"27,40","3,00"
2018-04-01,TUBO SOLD. PVC 20MM,"9,42","2,00"
2018-04-01,SILICONE NEUTRO PARA PEDRA E,"14,95","1,00"
2018-04-01,TE C/ REDUCAO 100X75 P/ESGOTO,"7,70","1,00"
2018-04-01,"CIMENTO CP-II E 32, SACO 50KG","19,50","2,00"
2018-04-01,COPIA DE CHAVE,"7,50","4,00"
2018-04-01,GASOLINA COMUM OU ADITIVADA,"4,19","1.471,69"
2018-04-01,DIESEL S-10 COMUM,"3,24","419,41"
2018-04-01,GASOLINA COMUM OU ADITIVADA,"4,19","125,64"
2018-04-01,CARGA OXIGENIO 10M3,"215,00","3,00"
2018-04-01,6KE/ 721555 CABO ACELERADOR,"48,24","1,00"
2018-04-01,TOMADA 2P + T COM PLACA,"5,35","20,00"
2018-04-01,PLAFON EM TERMOPLASTICO E27,"4,35","9,00"
2018-04-01,FECHADURA INOX BANHEIRO,"25,50","1,00"
2018-04-01,FECHADURA INOX INTERNA,"25,40","1,00"
2018-04-01,VALVULA DE DESCARGA,"69,00","1,00"
2018-04-01,PREGO 18X27.,"19,50","2,00"
2018-04-01,"PORTA MADEIRA LISA 2,10X0,80","57,00","2,00"
2018-04-01,INTERRUPTOR PARALELO,"4,95","6,00"
2018-04-01,DISJUNTOR BIPOLAR 40A,"15,54","4,00"
2018-04-01,REFRIGERANTE PET COM 02 LTS,"3,00","24,00"
2018-04-01,BALA MASTIGAVEL SABORES SORTID,"7,75","10,00"
2018-04-01,PIRULITOS PACOTE,"6,92","10,00"
